eBird.Code,eBird.English.Name.2023,eBird.Scientific.Name.2023,Order,Family
butpuf1,Buff-thighed Puffleg,Haplophaedia assimilis,Caprimulgiformes,Trochilidae (Hummingbirds)
hoapuf1,Hoary Puffleg,Haplophaedia lugens,Caprimulgiformes,Trochilidae (Hummingbirds)
blbpuf3,Black-breasted Puffleg,Eriocnemis nigrivestis,Caprimulgiformes,Trochilidae (Hummingbirds)
gorpuf1,Gorgeted Puffleg,Eriocnemis isabellae,Caprimulgiformes,Trochilidae (Hummingbirds)
glopuf2,Glowing Puffleg,Eriocnemis vestita,Caprimulgiformes,Trochilidae (Hummingbirds)
bltpuf1,Black-thighed Puffleg,Eriocnemis derbyi,Caprimulgiformes,Trochilidae (Hummingbirds)
tutpuf1,Turquoise-throated Puffleg,Eriocnemis godini,Caprimulgiformes,Trochilidae (Hummingbirds)
cobpuf1,Coppery-bellied Puffleg,Eriocnemis cupreoventris,Caprimulgiformes,Trochilidae (Hummingbirds)
savpuf1,Sapphire-vented Puffleg,Eriocnemis luciani,Caprimulgiformes,Trochilidae (Hummingbirds)
gobpuf1,Golden-breasted Puffleg,Eriocnemis mosquera,Caprimulgiformes,Trochilidae (Hummingbirds)
blcpuf1,Blue-capped Puffleg,Eriocnemis glaucopoides,Caprimulgiformes,Trochilidae (Hummingbirds)
colpuf2,Colorful Puffleg,Eriocnemis mirabilis,Caprimulgiformes,Trochilidae (Hummingbirds)
embpuf1,Emerald-bellied Puffleg,Eriocnemis aline,Caprimulgiformes,Trochilidae (Hummingbirds)
marspa1,Marvelous Spatuletail,Loddigesia mirabilis,Caprimulgiformes,Trochilidae (Hummingbirds)
shisun1,Shining Sunbeam,Aglaeactis cupripennis,Caprimulgiformes,Trochilidae (Hummingbirds)
whtsun1,White-tufted Sunbeam,Aglaeactis castelnaudii,Caprimulgiformes,Trochilidae (Hummingbirds)
pubsun1,Purple-backed Sunbeam,Aglaeactis aliciae,Caprimulgiformes,Trochilidae (Hummingbirds)
blhsun1,Black-hooded Sunbeam,Aglaeactis pamela,Caprimulgiformes,Trochilidae (Hummingbirds)
broinc1,Bronzy Inca,Coeligena coeligena,Caprimulgiformes,Trochilidae (Hummingbirds)
broinc2,Brown Inca,Coeligena wilsoni,Caprimulgiformes,Trochilidae (Hummingbirds)
blainc1,Black Inca,Coeligena prunellei,Caprimulgiformes,Trochilidae (Hummingbirds)
colinc1,Collared Inca,Coeligena torquata,Caprimulgiformes,Trochilidae (Hummingbirds)
colinc4,Green Inca,Coeligena conradii,Caprimulgiformes,Trochilidae (Hummingbirds)
colinc3,Gould's Inca,Coeligena inca,Caprimulgiformes,Trochilidae (Hummingbirds)
vitsta1,Violet-throated Starfrontlet,Coeligena violifer,Caprimulgiformes,Trochilidae (Hummingbirds)
raista1,Rainbow Starfrontlet,Coeligena iris,Caprimulgiformes,Trochilidae (Hummingbirds)
whtsta1,White-tailed Starfrontlet,Coeligena phalerata,Caprimulgiformes,Trochilidae (Hummingbirds)
dussta1,Dusky Starfrontlet,Coeligena orina,Caprimulgiformes,Trochilidae (Hummingbirds)
buwsta1,Buff-winged Starfrontlet,Coeligena lutetiae,Caprimulgiformes,Trochilidae (Hummingbirds)
gobsta2,Perija Starfrontlet,Coeligena consita,Caprimulgiformes,Trochilidae (Hummingbirds)
gobsta1,Golden-bellied Starfrontlet,Coeligena bonapartei,Caprimulgiformes,Trochilidae (Hummingbirds)
gobsta4,Merida Starfrontlet,Coeligena eos,Caprimulgiformes,Trochilidae (Hummingbirds)
bltsta1,Blue-throated Starfrontlet,Coeligena helianthea,Caprimulgiformes,Trochilidae (Hummingbirds)
mouvel1,Mountain Velvetbreast,Lafresnaya lafresnayi,Caprimulgiformes,Trochilidae (Hummingbirds)
swbhum1,Sword-billed Hummingbird,Ensifera ensifera,Caprimulgiformes,Trochilidae (Hummingbirds)
gresap1,Great Sapphirewing,Pterophanes cyanopterus,Caprimulgiformes,Trochilidae (Hummingbirds)
butcor1,Buff-tailed Coronet,Boissonneaua flavescens,Caprimulgiformes,Trochilidae (Hummingbirds)
chbcor1,Chestnut-breasted Coronet,Boissonneaua matthewsii,Caprimulgiformes,Trochilidae (Hummingbirds)
vepcor1,Velvet-purple Coronet,Boissonneaua jardini,Caprimulgiformes,Trochilidae (Hummingbirds)
boorat1,White-booted Racket-tail,Ocreatus underwoodii,Caprimulgiformes,Trochilidae (Hummingbirds)
boorat2,Peruvian Racket-tail,Ocreatus peruanus,Caprimulgiformes,Trochilidae (Hummingbirds)
rubrat1,Rufous-booted Racket-tail,Ocreatus addae,Caprimulgiformes,Trochilidae (Hummingbirds)
whthil2,Rufous-gaped Hillstar,Urochroa bougueri,Caprimulgiformes,Trochilidae (Hummingbirds)
whthil3,Green-backed Hillstar,Urochroa leucura,Caprimulgiformes,Trochilidae (Hummingbirds)
pubwhi1,Purple-bibbed Whitetip,Urosticte benjamini,Caprimulgiformes,Trochilidae (Hummingbirds)
ruvwhi1,Rufous-vented Whitetip,Urosticte ruficrissa,Caprimulgiformes,Trochilidae (Hummingbirds)
vebbri1,Velvet-browed Brilliant,Heliodoxa xanthogonys,Caprimulgiformes,Trochilidae (Hummingbirds)
pitbri1,Pink-throated Brilliant,Heliodoxa gularis,Caprimulgiformes,Trochilidae (Hummingbirds)
ruwbri1,Rufous-webbed Brilliant,Heliodoxa branickii,Caprimulgiformes,Trochilidae (Hummingbirds)
bltbri1,Black-throated Brilliant,Heliodoxa schreibersii,Caprimulgiformes,Trochilidae (Hummingbirds)
goujew1,Gould's Jewelfront,Heliodoxa aurescens,Caprimulgiformes,Trochilidae (Hummingbirds)
fabbri1,Fawn-breasted Brilliant,Heliodoxa rubinoides,Caprimulgiformes,Trochilidae (Hummingbirds)
grcbri1,Green-crowned Brilliant,Heliodoxa jacula,Caprimulgiformes,Trochilidae (Hummingbirds)
empbri1,Empress Brilliant,Heliodoxa imperatrix,Caprimulgiformes,Trochilidae (Hummingbirds)
vifbri1,Violet-fronted Brilliant,Heliodoxa leadbeateri,Caprimulgiformes,Trochilidae (Hummingbirds)
brarub1,Brazilian Ruby,Heliodoxa rubricauda,Caprimulgiformes,Trochilidae (Hummingbirds)
giahum1,Giant Hummingbird,Patagona gigas,Caprimulgiformes,Trochilidae (Hummingbirds)
vichum2,Violet-chested Hummingbird,Sternoclyta cyanopectus,Caprimulgiformes,Trochilidae (Hummingbirds)
scthum1,Scissor-tailed Hummingbird,Hylonympha macrocerca,Caprimulgiformes,Trochilidae (Hummingbirds)
maghum1,Rivoli's Hummingbird,Eugenes fulgens,Caprimulgiformes,Trochilidae (Hummingbirds)
maghum2,Talamanca Hummingbird,Eugenes spectabilis,Caprimulgiformes,Trochilidae (Hummingbirds)
lobsta1,Long-billed Starthroat,Heliomaster longirostris,Caprimulgiformes,Trochilidae (Hummingbirds)
plcsta,Plain-capped Starthroat,Heliomaster constantii,Caprimulgiformes,Trochilidae (Hummingbirds)
stbsta1,Stripe-breasted Starthroat,Heliomaster squamosus,Caprimulgiformes,Trochilidae (Hummingbirds)
bltsta2,Blue-tufted Starthroat,Heliomaster furcifer,Caprimulgiformes,Trochilidae (Hummingbirds)
fithum1,Fiery-throated Hummingbird,Panterpe insignis,Caprimulgiformes,Trochilidae (Hummingbirds)
gtmgem1,Green-throated Mountain-gem,Lampornis viridipallens,Caprimulgiformes,Trochilidae (Hummingbirds)
gbmgem1,Green-breasted Mountain-gem,Lampornis sybillae,Caprimulgiformes,Trochilidae (Hummingbirds)
amthum1,Amethyst-throated Mountain-gem,Lampornis amethystinus,Caprimulgiformes,Trochilidae (Hummingbirds)
buthum,Blue-throated Mountain-gem,Lampornis clemenciae,Caprimulgiformes,Trochilidae (Hummingbirds)
wbmgem1,White-bellied Mountain-gem,Lampornis hemileucus,Caprimulgiformes,Trochilidae (Hummingbirds)
ptmgem,Purple-throated Mountain-gem,Lampornis calolaemus,Caprimulgiformes,Trochilidae (Hummingbirds)
wtmgem1,White-throated Mountain-gem,Lampornis castaneoventris,Caprimulgiformes,Trochilidae (Hummingbirds)
gathum1,Garnet-throated Hummingbird,Lamprolaima rhami,Caprimulgiformes,Trochilidae (Hummingbirds)
spthum1,Sparkling-tailed Hummingbird,Tilmatura dupontii,Caprimulgiformes,Trochilidae (Hummingbirds)
amewoo1,Amethyst Woodstar,Calliphlox amethystina,Caprimulgiformes,Trochilidae (Hummingbirds)
pershe2,Peruvian Sheartail,Thaumastura cora,Caprimulgiformes,Trochilidae (Hummingbirds)
shtwoo1,Short-tailed Woodstar,Myrmia micrura,Caprimulgiformes,Trochilidae (Hummingbirds)
pucwoo1,Purple-collared Woodstar,Myrtis fanny,Caprimulgiformes,Trochilidae (Hummingbirds)
oashum1,Oasis Hummingbird,Rhodopis vesper,Caprimulgiformes,Trochilidae (Hummingbirds)
chiwoo1,Chilean Woodstar,Eulidia yarrellii,Caprimulgiformes,Trochilidae (Hummingbirds)
sltwoo1,Slender-tailed Woodstar,Microstilbon burmeisteri,Caprimulgiformes,Trochilidae (Hummingbirds)
whbwoo6,White-bellied Woodstar,Chaetocercus mulsant,Caprimulgiformes,Trochilidae (Hummingbirds)
litwoo5,Little Woodstar,Chaetocercus bombus,Caprimulgiformes,Trochilidae (Hummingbirds)
gorwoo2,Gorgeted Woodstar,Chaetocercus heliodor,Caprimulgiformes,Trochilidae (Hummingbirds)
samwoo2,Santa Marta Woodstar,Chaetocercus astreans,Caprimulgiformes,Trochilidae (Hummingbirds)
esmwoo2,Esmeraldas Woodstar,Chaetocercus berlepschi,Caprimulgiformes,Trochilidae (Hummingbirds)
ruswoo1,Rufous-shafted Woodstar,Chaetocercus jourdanii,Caprimulgiformes,Trochilidae (Hummingbirds)
matwoo1,Magenta-throated Woodstar,Philodice bryantae,Caprimulgiformes,Trochilidae (Hummingbirds)
putwoo1,Purple-throated Woodstar,Philodice mitchellii,Caprimulgiformes,Trochilidae (Hummingbirds)
sleshe1,Slender Sheartail,Doricha enicura,Caprimulgiformes,Trochilidae (Hummingbirds)
mexshe1,Mexican Sheartail,Doricha eliza,Caprimulgiformes,Trochilidae (Hummingbirds)
luchum,Lucifer Hummingbird,Calothorax lucifer,Caprimulgiformes,Trochilidae (Hummingbirds)
beahum1,Beautiful Hummingbird,Calothorax pulcher,Caprimulgiformes,Trochilidae (Hummingbirds)
rthhum,Ruby-throated Hummingbird,Archilochus colubris,Caprimulgiformes,Trochilidae (Hummingbirds)
bkchum,Black-chinned Hummingbird,Archilochus alexandri,Caprimulgiformes,Trochilidae (Hummingbirds)
bahwoo,Bahama Woodstar,Nesophlox evelynae,Caprimulgiformes,Trochilidae (Hummingbirds)
inawoo2,Inagua Woodstar,Nesophlox lyrura,Caprimulgiformes,Trochilidae (Hummingbirds)
verhum1,Vervain Hummingbird,Mellisuga minima,Caprimulgiformes,Trochilidae (Hummingbirds)
beehum1,Bee Hummingbird,Mellisuga helenae,Caprimulgiformes,Trochilidae (Hummingbirds)
annhum,Anna's Hummingbird,Calypte anna,Caprimulgiformes,Trochilidae (Hummingbirds)
coshum,Costa's Hummingbird,Calypte costae,Caprimulgiformes,Trochilidae (Hummingbirds)
calhum,Calliope Hummingbird,Selasphorus calliope,Caprimulgiformes,Trochilidae (Hummingbirds)
rufhum,Rufous Hummingbird,Selasphorus rufus,Caprimulgiformes,Trochilidae (Hummingbirds)
allhum,Allen's Hummingbird,Selasphorus sasin,Caprimulgiformes,Trochilidae (Hummingbirds)
brthum,Broad-tailed Hummingbird,Selasphorus platycercus,Caprimulgiformes,Trochilidae (Hummingbirds)
bumhum,Bumblebee Hummingbird,Selasphorus heloisa,Caprimulgiformes,Trochilidae (Hummingbirds)
withum1,Wine-throated Hummingbird,Selasphorus ellioti,Caprimulgiformes,Trochilidae (Hummingbirds)
volhum1,Volcano Hummingbird,Selasphorus flammula,Caprimulgiformes,Trochilidae (Hummingbirds)
scihum1,Scintillant Hummingbird,Selasphorus scintilla,Caprimulgiformes,Trochilidae (Hummingbirds)
glthum1,Glow-throated Hummingbird,Selasphorus ardens,Caprimulgiformes,Trochilidae (Hummingbirds)
dushum1,Dusky Hummingbird,Phaeoptila sordida,Caprimulgiformes,Trochilidae (Hummingbirds)
cubeme1,Cuban Emerald,Riccordia ricordii,Caprimulgiformes,Trochilidae (Hummingbirds)
braeme2,Brace's Emerald,Riccordia bracei,Caprimulgiformes,Trochilidae (Hummingbirds)
hiseme1,Hispaniolan Emerald,Riccordia swainsonii,Caprimulgiformes,Trochilidae (Hummingbirds)
pureme1,Puerto Rican Emerald,Riccordia maugaeus,Caprimulgiformes,Trochilidae (Hummingbirds)
blhhum1,Blue-headed Hummingbird,Riccordia bicolor,Caprimulgiformes,Trochilidae (Hummingbirds)
brbhum,Broad-billed Hummingbird,Cynanthus latirostris,Caprimulgiformes,Trochilidae (Hummingbirds)
brbhum3,Tres Marias Hummingbird,Cynanthus lawrencei,Caprimulgiformes,Trochilidae (Hummingbirds)
brbhum2,Turquoise-crowned Hummingbird,Cynanthus doubledayi,Caprimulgiformes,Trochilidae (Hummingbirds)
goceme1,Golden-crowned Emerald,Cynanthus auriceps,Caprimulgiformes,Trochilidae (Hummingbirds)
cozeme1,Cozumel Emerald,Cynanthus forficatus,Caprimulgiformes,Trochilidae (Hummingbirds)
caneme1,Canivet's Emerald,Cynanthus canivetii,Caprimulgiformes,Trochilidae (Hummingbirds)
blteme1,Blue-tailed Emerald,Chlorostilbon mellisugus,Caprimulgiformes,Trochilidae (Hummingbirds)
chieme1,Chiribiquete Emerald,Chlorostilbon olivaresi,Caprimulgiformes,Trochilidae (Hummingbirds)
rebeme1,Red-billed Emerald,Chlorostilbon gibsoni,Caprimulgiformes,Trochilidae (Hummingbirds)
glbeme1,Glittering-bellied Emerald,Chlorostilbon lucidus,Caprimulgiformes,Trochilidae (Hummingbirds)
shteme1,Short-tailed Emerald,Chlorostilbon poortmani,Caprimulgiformes,Trochilidae (Hummingbirds)
nateme2,Narrow-tailed Emerald,Chlorostilbon stenurus,Caprimulgiformes,Trochilidae (Hummingbirds)
grteme1,Green-tailed Emerald,Chlorostilbon alice,Caprimulgiformes,Trochilidae (Hummingbirds)
copeme1,Coppery Emerald,Chlorostilbon russatus,Caprimulgiformes,Trochilidae (Hummingbirds)
gareme1,Garden Emerald,Chlorostilbon assimilis,Caprimulgiformes,Trochilidae (Hummingbirds)
weseme1,Western Emerald,Chlorostilbon melanorhynchus,Caprimulgiformes,Trochilidae (Hummingbirds)
whehum,White-eared Hummingbird,Basilinna leucotis,Caprimulgiformes,Trochilidae (Hummingbirds)
xanhum,Xantus's Hummingbird,Basilinna xantusii,Caprimulgiformes,Trochilidae (Hummingbirds)
wetsab1,Wedge-tailed Sabrewing,Pampa curvipennis,Caprimulgiformes,Trochilidae (Hummingbirds)
rufsab1,Rufous Sabrewing,Pampa rufa,Caprimulgiformes,Trochilidae (Hummingbirds)
vihhum1,Violet-headed Hummingbird,Klais guimeti,Caprimulgiformes,Trochilidae (Hummingbirds)
emchum1,Emerald-chinned Hummingbird,Abeillia abeillei,Caprimulgiformes,Trochilidae (Hummingbirds)
anchum1,Antillean Crested Hummingbird,Orthorhyncus cristatus,Caprimulgiformes,Trochilidae (Hummingbirds)
plover3,Green-crowned Plovercrest,Stephanoxis lalandi,Caprimulgiformes,Trochilidae (Hummingbirds)
plover4,Purple-crowned Plovercrest,Stephanoxis loddigesii,Caprimulgiformes,Trochilidae (Hummingbirds)
samblo1,Santa Marta Blossomcrown,Anthocephala floriceps,Caprimulgiformes,Trochilidae (Hummingbirds)
tolblo1,Tolima Blossomcrown,Anthocephala berlepschi,Caprimulgiformes,Trochilidae (Hummingbirds)
gybsab1,Gray-breasted Sabrewing,Campylopterus largipennis,Caprimulgiformes,Trochilidae (Hummingbirds)
gybsab4,Outcrop Sabrewing,Campylopterus calcirupicola,Caprimulgiformes,Trochilidae (Hummingbirds)
gybsab5,Diamantina Sabrewing,Campylopterus diamantinensis,Caprimulgiformes,Trochilidae (Hummingbirds)
viosab1,Violet Sabrewing,Campylopterus hemileucurus,Caprimulgiformes,Trochilidae (Hummingbirds)
rubsab1,Rufous-breasted Sabrewing,Campylopterus hyperythrus,Caprimulgiformes,Trochilidae (Hummingbirds)
bubsab1,Buff-breasted Sabrewing,Campylopterus duidae,Caprimulgiformes,Trochilidae (Hummingbirds)
napsab1,Napo Sabrewing,Campylopterus villaviscensio,Caprimulgiformes,Trochilidae (Hummingbirds)
lazsab1,Lazuline Sabrewing,Campylopterus falcatus,Caprimulgiformes,Trochilidae (Hummingbirds)
samsab1,Santa Marta Sabrewing,Campylopterus phainopeplus,Caprimulgiformes,Trochilidae (Hummingbirds)
whtsab1,White-tailed Sabrewing,Campylopterus ensipennis,Caprimulgiformes,Trochilidae (Hummingbirds)
brtplu1,Bronze-tailed Plumeleteer,Chalybura urochrysia,Caprimulgiformes,Trochilidae (Hummingbirds)
whvplu1,White-vented Plumeleteer,Chalybura buffonii,Caprimulgiformes,Trochilidae (Hummingbirds)
vicwoo2,Violet-capped Woodnymph,Thalurania glaucopis,Caprimulgiformes,Trochilidae (Hummingbirds)
lotwoo2,Long-tailed Woodnymph,Thalurania watertonii,Caprimulgiformes,Trochilidae (Hummingbirds)
crowoo1,Crowned Woodnymph,Thalurania colombica,Caprimulgiformes,Trochilidae (Hummingbirds)
fotwoo1,Fork-tailed Woodnymph,Thalurania furcata,Caprimulgiformes,Trochilidae (Hummingbirds)
snowca1,Snowcap,Microchera albocoronata,Caprimulgiformes,Trochilidae (Hummingbirds)
coheme1,Coppery-headed Emerald,Microchera cupreiceps,Caprimulgiformes,Trochilidae (Hummingbirds)
whteme1,White-tailed Emerald,Microchera chionura,Caprimulgiformes,Trochilidae (Hummingbirds)
vichum1,Violet-capped Hummingbird,Goldmania violiceps,Caprimulgiformes,Trochilidae (Hummingbirds)
ruchum1,Pirre Hummingbird,Goldmania bella,Caprimulgiformes,Trochilidae (Hummingbirds)
mexwoo1,Mexican Woodnymph,Eupherusa ridgwayi,Caprimulgiformes,Trochilidae (Hummingbirds)
whthum1,White-tailed Hummingbird,Eupherusa poliocerca,Caprimulgiformes,Trochilidae (Hummingbirds)
blchum2,Blue-capped Hummingbird,Eupherusa cyanophrys,Caprimulgiformes,Trochilidae (Hummingbirds)
stthum1,Stripe-tailed Hummingbird,Eupherusa eximia,Caprimulgiformes,Trochilidae (Hummingbirds)
blbhum1,Black-bellied Hummingbird,Eupherusa nigriventris,Caprimulgiformes,Trochilidae (Hummingbirds)
scbhum1,Scaly-breasted Hummingbird,Phaeochroa cuvierii,Caprimulgiformes,Trochilidae (Hummingbirds)
bufhum1,Buffy Hummingbird,Leucippus fallax,Caprimulgiformes,Trochilidae (Hummingbirds)
tumhum1,Tumbes Hummingbird,Thaumasius baeri,Caprimulgiformes,Trochilidae (Hummingbirds)
spthum2,Spot-throated Hummingbird,Thaumasius taczanowskii,Caprimulgiformes,Trochilidae (Hummingbirds)
mashum1,Many-spotted Hummingbird,Taphrospilus hypostictus,Caprimulgiformes,Trochilidae (Hummingbirds)
swthum1,Swallow-tailed Hummingbird,Eupetomena macroura,Caprimulgiformes,Trochilidae (Hummingbirds)
somhum1,Sombre Hummingbird,Eupetomena cirrochloris,Caprimulgiformes,Trochilidae (Hummingbirds)
olshum1,Olive-spotted Hummingbird,Talaphorus chlorocercus,Caprimulgiformes,Trochilidae (Hummingbirds)
stream2,Red-billed Streamertail,Trochilus polytmus,Caprimulgiformes,Trochilidae (Hummingbirds)
stream3,Black-billed Streamertail,Trochilus scitulus,Caprimulgiformes,Trochilidae (Hummingbirds)
vichum,Violet-crowned Hummingbird,Ramosomyia violiceps,Caprimulgiformes,Trochilidae (Hummingbirds)
grfhum1,Green-fronted Hummingbird,Ramosomyia viridifrons,Caprimulgiformes,Trochilidae (Hummingbirds)
azchum1,Azure-crowned Hummingbird,Saucerottia cyanocephala,Caprimulgiformes,Trochilidae (Hummingbirds)
buvhum1,Blue-vented Hummingbird,Saucerottia hoffmanni,Caprimulgiformes,Trochilidae (Hummingbirds)
berhum,Berylline Hummingbird,Saucerottia beryllina,Caprimulgiformes,Trochilidae (Hummingbirds)
blthum1,Blue-tailed Hummingbird,Saucerottia cyanura,Caprimulgiformes,Trochilidae (Hummingbirds)
snbhum1,Snowy-bellied Hummingbird,Saucerottia edward,Caprimulgiformes,Trochilidae (Hummingbirds)
stvhum2,Steely-vented Hummingbird,Saucerottia saucerottei,Caprimulgiformes,Trochilidae (Hummingbirds)
inchum1,Indigo-capped Hummingbird,Saucerottia cyanifrons,Caprimulgiformes,Trochilidae (Hummingbirds)
chbhum1,Chestnut-bellied Hummingbird,Saucerottia castaneiventris,Caprimulgiformes,Trochilidae (Hummingbirds)
grbhum1,Green-bellied Hummingbird,Saucerottia viridigaster,Caprimulgiformes,Trochilidae (Hummingbirds)
gnbhum2,Copper-tailed Hummingbird,Saucerottia cupreicauda,Caprimulgiformes,Trochilidae (Hummingbirds)
corhum1,Copper-rumped Hummingbird,Saucerottia tobaci,Caprimulgiformes,Trochilidae (Hummingbirds)
cinhum1,Cinnamon Hummingbird,Amazilia rutila,Caprimulgiformes,Trochilidae (Hummingbirds)
bubhum,Buff-bellied Hummingbird,Amazilia yucatanensis,Caprimulgiformes,Trochilidae (Hummingbirds)
rtlhum,Rufous-tailed Hummingbird,Amazilia tzacatl,Caprimulgiformes,Trochilidae (Hummingbirds)
honeme1,Honduran Emerald,Amazilia luciae,Caprimulgiformes,Trochilidae (Hummingbirds)
manhum1,Mangrove Hummingbird,Amazilia boucardi,Caprimulgiformes,Trochilidae (Hummingbirds)
amahum1,Amazilia Hummingbird,Amazilis amazilia,Caprimulgiformes,Trochilidae (Hummingbirds)
andeme1,Andean Emerald,Uranomitra franciae,Caprimulgiformes,Trochilidae (Hummingbirds)
vereme1,Versicolored Emerald,Chrysuronia versicolor,Caprimulgiformes,Trochilidae (Hummingbirds)
shghum1,Shining-green Hummingbird,Chrysuronia goudoti,Caprimulgiformes,Trochilidae (Hummingbirds)
gotsap1,Golden-tailed Sapphire,Chrysuronia oenone,Caprimulgiformes,Trochilidae (Hummingbirds)
sathum1,Sapphire-throated Hummingbird,Chrysuronia coeruleogularis,Caprimulgiformes,Trochilidae (Hummingbirds)
sabhum1,Sapphire-bellied Hummingbird,Chrysuronia lilliae,Caprimulgiformes,Trochilidae (Hummingbirds)
humsap2,Humboldt's Sapphire,Chrysuronia humboldtii,Caprimulgiformes,Trochilidae (Hummingbirds)
blhsap1,Blue-headed Sapphire,Chrysuronia grayi,Caprimulgiformes,Trochilidae (Hummingbirds)
whceme1,White-chested Emerald,Chrysuronia brevirostris,Caprimulgiformes,Trochilidae (Hummingbirds)
plbeme1,Plain-bellied Emerald,Chrysuronia leucogaster,Caprimulgiformes,Trochilidae (Hummingbirds)
whthum2,White-throated Hummingbird,Leucochloris albicollis,Caprimulgiformes,Trochilidae (Hummingbirds)
glteme1,Glittering-throated Emerald,Chionomesa fimbriata,Caprimulgiformes,Trochilidae (Hummingbirds)
saseme1,Sapphire-spangled Emerald,Chionomesa lactea,Caprimulgiformes,Trochilidae (Hummingbirds)
rutsap1,Rufous-throated Sapphire,Hylocharis sapphirina,Caprimulgiformes,Trochilidae (Hummingbirds)
gilhum1,Gilded Hummingbird,Hylocharis chrysura,Caprimulgiformes,Trochilidae (Hummingbirds)
whbhum1,White-bellied Hummingbird,Elliotomyia chionogaster,Caprimulgiformes,Trochilidae (Hummingbirds)
gawhum1,Green-and-white Hummingbird,Elliotomyia viridicauda,Caprimulgiformes,Trochilidae (Hummingbirds)
puchum1,Purple-chested Hummingbird,Polyerata rosenbergi,Caprimulgiformes,Trochilidae (Hummingbirds)
blchum1,Blue-chested Hummingbird,Polyerata amabilis,Caprimulgiformes,Trochilidae (Hummingbirds)
chahum1,Charming Hummingbird,Polyerata decora,Caprimulgiformes,Trochilidae (Hummingbirds)
whbeme1,White-bellied Emerald,Chlorestes candida,Caprimulgiformes,Trochilidae (Hummingbirds)
bltgol1,Blue-throated Goldentail,Chlorestes eliciae,Caprimulgiformes,Trochilidae (Hummingbirds)
whcsap1,White-chinned Sapphire,Chlorestes cyanus,Caprimulgiformes,Trochilidae (Hummingbirds)
vibhum1,Violet-bellied Hummingbird,Chlorestes julie,Caprimulgiformes,Trochilidae (Hummingbirds)
bucsap1,Blue-chinned Sapphire,Chlorestes notata,Caprimulgiformes,Trochilidae (Hummingbirds)
hoatzi1,Hoatzin,Opisthocomus hoazin,Opisthocomiformes,Opisthocomidae (Hoatzin)
madwor1,Madagascar Forest Rail,Mentocrex kioloides,Gruiformes,Sarothruridae (Flufftails)
tsiwor1,Tsingy Forest Rail,Mentocrex beankaensis,Gruiformes,Sarothruridae (Flufftails)
whsflu1,White-spotted Flufftail,Sarothrura pulchra,Gruiformes,Sarothruridae (Flufftails)
busflu1,Buff-spotted Flufftail,Sarothrura elegans,Gruiformes,Sarothruridae (Flufftails)
recflu1,Red-chested Flufftail,Sarothrura rufa,Gruiformes,Sarothruridae (Flufftails)
chhflu1,Chestnut-headed Flufftail,Sarothrura lugens,Gruiformes,Sarothruridae (Flufftails)
stbflu1,Streaky-breasted Flufftail,Sarothrura boehmi,Gruiformes,Sarothruridae (Flufftails)
strflu1,Striped Flufftail,Sarothrura affinis,Gruiformes,Sarothruridae (Flufftails)
madflu1,Madagascar Flufftail,Sarothrura insularis,Gruiformes,Sarothruridae (Flufftails)
whwflu1,White-winged Flufftail,Sarothrura ayresi,Gruiformes,Sarothruridae (Flufftails)
slbflu1,Slender-billed Flufftail,Sarothrura watersi,Gruiformes,Sarothruridae (Flufftails)
chfrai1,Chestnut Forest Rail,Rallicula rubra,Gruiformes,Sarothruridae (Flufftails)
wsfrai1,White-striped Forest Rail,Rallicula leucospila,Gruiformes,Sarothruridae (Flufftails)
forrai1,Forbes's Forest Rail,Rallicula forbesi,Gruiformes,Sarothruridae (Flufftails)
mayrai1,Mayr's Forest Rail,Rallicula mayri,Gruiformes,Sarothruridae (Flufftails)
ridrai1,Ridgway's Rail,Rallus obsoletus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
kinrai2,Aztec Rail,Rallus tenuirostris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
manrai1,Mangrove Rail,Rallus longirostris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
kinrai4,King Rail,Rallus elegans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
clarai11,Clapper Rail,Rallus crepitans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
plfrai1,Plain-flanked Rail,Rallus wetmorei,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
virrai,Virginia Rail,Rallus limicola,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
bograi1,Bogota Rail,Rallus semiplumbeus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
ausrai1,Austral Rail,Rallus antarcticus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
watrai1,Water Rail,Rallus aquaticus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
bncrai1,Brown-cheeked Rail,Rallus indicus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
afrrai1,African Rail,Rallus caerulescens,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
madrai1,Madagascar Rail,Rallus madagascariensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
whtrai1,White-throated Rail,Dryolimnas cuvieri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
reurai1,Reunion Rail,Dryolimnas augusti,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
redrai1,Red Rail,Aphanapteryx bonasia,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
