eBird.Code,eBird.English.Name.2023,eBird.Scientific.Name.2023,Order,Family
phaino,Phainopepla,Phainopepla nitens,Passeriformes,Ptiliogonatidae (Silky-flycatchers)
palmch1,Palmchat,Dulus dominicus,Passeriformes,Dulidae (Palmchat)
olfwhi1,Hylocitrea,Hylocitrea bonensis,Passeriformes,Hylocitreidae (Hylocitrea)
hypoco1,Hypocolius,Hypocolius ampelinus,Passeriformes,Hypocoliidae (Hypocolius)
gursug1,Gurney's Sugarbird,Promerops gurneyi,Passeriformes,Promeropidae (Sugarbirds)
capsug1,Cape Sugarbird,Promerops cafer,Passeriformes,Promeropidae (Sugarbirds)
spothr1,Spot-throat,Modulatrix stictigula,Passeriformes,Modulatricidae (Dapple-throat and Allies)
dapthr1,Dapple-throat,Arcanator orostruthus,Passeriformes,Modulatricidae (Dapple-throat and Allies)
gycill1,Gray-chested Babbler,Kakamega poliothorax,Passeriformes,Modulatricidae (Dapple-throat and Allies)
olbflo1,Olive-backed Flowerpecker,Prionochilus olivaceus,Passeriformes,Dicaeidae (Flowerpeckers)
yebflo2,Yellow-breasted Flowerpecker,Prionochilus maculatus,Passeriformes,Dicaeidae (Flowerpeckers)
crbflo1,Crimson-breasted Flowerpecker,Prionochilus percussus,Passeriformes,Dicaeidae (Flowerpeckers)
palflo1,Palawan Flowerpecker,Prionochilus plateni,Passeriformes,Dicaeidae (Flowerpeckers)
yerflo1,Yellow-rumped Flowerpecker,Prionochilus xanthopygius,Passeriformes,Dicaeidae (Flowerpeckers)
scbflo2,Scarlet-breasted Flowerpecker,Prionochilus thoracicus,Passeriformes,Dicaeidae (Flowerpeckers)
speflo1,Spectacled Flowerpecker,Dicaeum dayakorum,Passeriformes,Dicaeidae (Flowerpeckers)
gorflo1,Golden-rumped Flowerpecker,Dicaeum annae,Passeriformes,Dicaeidae (Flowerpeckers)
thbflo1,Thick-billed Flowerpecker,Dicaeum agile,Passeriformes,Dicaeidae (Flowerpeckers)
brbflo1,Brown-backed Flowerpecker,Dicaeum everetti,Passeriformes,Dicaeidae (Flowerpeckers)
whiflo1,Whiskered Flowerpecker,Dicaeum proprium,Passeriformes,Dicaeidae (Flowerpeckers)
yevflo1,Yellow-vented Flowerpecker,Dicaeum chrysorrheum,Passeriformes,Dicaeidae (Flowerpeckers)
yebflo1,Yellow-bellied Flowerpecker,Dicaeum melanozanthum,Passeriformes,Dicaeidae (Flowerpeckers)
whtflo1,White-throated Flowerpecker,Dicaeum vincens,Passeriformes,Dicaeidae (Flowerpeckers)
yesflo1,Yellow-sided Flowerpecker,Dicaeum aureolimbatum,Passeriformes,Dicaeidae (Flowerpeckers)
olcflo1,Olive-capped Flowerpecker,Dicaeum nigrilore,Passeriformes,Dicaeidae (Flowerpeckers)
flcflo2,Yellow-crowned Flowerpecker,Dicaeum anthonyi,Passeriformes,Dicaeidae (Flowerpeckers)
flcflo3,Flame-crowned Flowerpecker,Dicaeum kampalili,Passeriformes,Dicaeidae (Flowerpeckers)
bicflo1,Bicolored Flowerpecker,Dicaeum bicolor,Passeriformes,Dicaeidae (Flowerpeckers)
cebflo1,Cebu Flowerpecker,Dicaeum quadricolor,Passeriformes,Dicaeidae (Flowerpeckers)
resflo1,Red-keeled Flowerpecker,Dicaeum australe,Passeriformes,Dicaeidae (Flowerpeckers)
rekflo1,Black-belted Flowerpecker,Dicaeum haematostictum,Passeriformes,Dicaeidae (Flowerpeckers)
sccflo1,Scarlet-collared Flowerpecker,Dicaeum retrocinctum,Passeriformes,Dicaeidae (Flowerpeckers)
orbflo1,Orange-bellied Flowerpecker,Dicaeum trigonostigma,Passeriformes,Dicaeidae (Flowerpeckers)
whbflo1,White-bellied Flowerpecker,Dicaeum hypoleucum,Passeriformes,Dicaeidae (Flowerpeckers)
pabflo1,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,Passeriformes,Dicaeidae (Flowerpeckers)
plaflo1,Nilgiri Flowerpecker,Dicaeum concolor,Passeriformes,Dicaeidae (Flowerpeckers)
plaflo2,Plain Flowerpecker,Dicaeum minullum,Passeriformes,Dicaeidae (Flowerpeckers)
andflo1,Andaman Flowerpecker,Dicaeum virescens,Passeriformes,Dicaeidae (Flowerpeckers)
pygflo1,Pygmy Flowerpecker,Dicaeum pygmaeum,Passeriformes,Dicaeidae (Flowerpeckers)
crcflo1,Crimson-crowned Flowerpecker,Dicaeum nehrkorni,Passeriformes,Dicaeidae (Flowerpeckers)
flbflo3,Halmahera Flowerpecker,Dicaeum schistaceiceps,Passeriformes,Dicaeidae (Flowerpeckers)
flbflo2,Buru Flowerpecker,Dicaeum erythrothorax,Passeriformes,Dicaeidae (Flowerpeckers)
ashflo1,Ashy Flowerpecker,Dicaeum vulneratum,Passeriformes,Dicaeidae (Flowerpeckers)
olcflo2,Olive-crowned Flowerpecker,Dicaeum pectorale,Passeriformes,Dicaeidae (Flowerpeckers)
recflo1,Red-capped Flowerpecker,Dicaeum geelvinkianum,Passeriformes,Dicaeidae (Flowerpeckers)
louflo1,Louisiade Flowerpecker,Dicaeum nitidum,Passeriformes,Dicaeidae (Flowerpeckers)
rebflo1,Red-banded Flowerpecker,Dicaeum eximium,Passeriformes,Dicaeidae (Flowerpeckers)
midflo1,Midget Flowerpecker,Dicaeum aeneum,Passeriformes,Dicaeidae (Flowerpeckers)
motflo1,Mottled Flowerpecker,Dicaeum tristrami,Passeriformes,Dicaeidae (Flowerpeckers)
blfflo1,Black-fronted Flowerpecker,Dicaeum igniferum,Passeriformes,Dicaeidae (Flowerpeckers)
recflo2,Red-chested Flowerpecker,Dicaeum maugei,Passeriformes,Dicaeidae (Flowerpeckers)
fibflo1,Fire-breasted Flowerpecker,Dicaeum ignipectus,Passeriformes,Dicaeidae (Flowerpeckers)
fibflo3,Cambodian Flowerpecker,Dicaeum cambodianum,Passeriformes,Dicaeidae (Flowerpeckers)
fibflo4,Fire-throated Flowerpecker,Dicaeum luzoniense,Passeriformes,Dicaeidae (Flowerpeckers)
fibflo5,Sumatran Flowerpecker,Dicaeum beccarii,Passeriformes,Dicaeidae (Flowerpeckers)
blsflo1,Black-sided Flowerpecker,Dicaeum monticolum,Passeriformes,Dicaeidae (Flowerpeckers)
gysflo1,Gray-sided Flowerpecker,Dicaeum celebicum,Passeriformes,Dicaeidae (Flowerpeckers)
blbflo1,Blood-breasted Flowerpecker,Dicaeum sanguinolentum,Passeriformes,Dicaeidae (Flowerpeckers)
pibflo1,Pink-breasted Flowerpecker,Dicaeum keiense,Passeriformes,Dicaeidae (Flowerpeckers)
mistle1,Mistletoebird,Dicaeum hirundinaceum,Passeriformes,Dicaeidae (Flowerpeckers)
scbflo1,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Passeriformes,Dicaeidae (Flowerpeckers)
schflo1,Scarlet-headed Flowerpecker,Dicaeum trochileum,Passeriformes,Dicaeidae (Flowerpeckers)
rucsun2,Ruby-cheeked Sunbird,Chalcoparia singalensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
sctsun2,Fraser's Sunbird,Deleornis fraseri,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
gyhsun1,Gray-headed Sunbird,Deleornis axillaris,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
plbsun1,Plain-backed Sunbird,Anthreptes reichenowi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
ancsun1,Anchieta's Sunbird,Anthreptes anchietae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
plasun1,Plain Sunbird,Anthreptes simplex,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
pltsun2,Brown-throated Sunbird,Anthreptes malacensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
pltsun3,Gray-throated Sunbird,Anthreptes griseigularis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
retsun3,Red-throated Sunbird,Anthreptes rhodolaemus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
mobsun1,Mouse-brown Sunbird,Anthreptes gabonicus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
wvbsun1,Western Violet-backed Sunbird,Anthreptes longuemarei,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
kvbsun1,Eastern Violet-backed Sunbird,Anthreptes orientalis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
uvbsun1,Uluguru Violet-backed Sunbird,Anthreptes neglectus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
vitsun1,Violet-tailed Sunbird,Anthreptes aurantius,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
ligsun2,Little Green Sunbird,Anthreptes seimundi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
gresun1,Green Sunbird,Anthreptes rectirostris,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
bansun1,Banded Sunbird,Anthreptes rubritorques,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
colsun2,Collared Sunbird,Hedydipna collaris,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
pygsun2,Pygmy Sunbird,Hedydipna platura,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
nivsun2,Nile Valley Sunbird,Hedydipna metallica,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
amasun2,Amani Sunbird,Hedydipna pallidigaster,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
reisun2,Reichenbach's Sunbird,Anabathmis reichenbachii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
prisun2,Principe Sunbird,Anabathmis hartlaubii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
newsun2,Newton's Sunbird,Anabathmis newtonii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
satsun1,Sao Tome Sunbird,Dreptes thomensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
orbsun2,Orange-breasted Sunbird,Anthobaphes violacea,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
gnhsun1,Green-headed Sunbird,Cyanomitra verticalis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
bansun3,Bannerman's Sunbird,Cyanomitra bannermani,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
btbsun2,Blue-throated Brown Sunbird,Cyanomitra cyanolaema,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
camsun2,Cameroon Sunbird,Cyanomitra oritis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
buhsun1,Blue-headed Sunbird,Cyanomitra alinae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
eaosun1,Olive Sunbird,Cyanomitra olivacea,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
mocsun2,Mouse-colored Sunbird,Cyanomitra veroxii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
butsun2,Buff-throated Sunbird,Chalcomitra adelberti,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
carsun2,Carmelite Sunbird,Chalcomitra fuliginosa,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
gntsun1,Green-throated Sunbird,Chalcomitra rubescens,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
amesun2,Amethyst Sunbird,Chalcomitra amethystina,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
sccsun2,Scarlet-chested Sunbird,Chalcomitra senegalensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
hunsun2,Hunter's Sunbird,Chalcomitra hunteri,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
socsun2,Socotra Sunbird,Chalcomitra balfouri,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
pursun3,Purple-rumped Sunbird,Leptocoma zeylonica,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
crbsun2,Crimson-backed Sunbird,Leptocoma minima,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
vahsun1,Van Hasselt's Sunbird,Leptocoma brasiliana,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
putsun3,Purple-throated Sunbird,Leptocoma sperata,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
blksun1,Black Sunbird,Leptocoma aspasia,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
cotsun2,Copper-throated Sunbird,Leptocoma calcostetha,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
bocsun2,Bocage's Sunbird,Nectarinia bocagii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
pubsun3,Purple-breasted Sunbird,Nectarinia purpureiventris,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
tacsun1,Tacazze Sunbird,Nectarinia tacazze,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
brosun1,Bronze Sunbird,Nectarinia kilimensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
malsun1,Malachite Sunbird,Nectarinia famosa,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
retsun2,Red-tufted Sunbird,Nectarinia johnstoni,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
gowsun2,Golden-winged Sunbird,Drepanorhynchus reichenowi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
olbsun3,Olive-bellied Sunbird,Cinnyris chloropygius,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
tinsun2,Tiny Sunbird,Cinnyris minullus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
miosun2,Western Miombo Sunbird,Cinnyris gertrudis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
miosun3,Eastern Miombo Sunbird,Cinnyris manoensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
sdcsun3,Southern Double-collared Sunbird,Cinnyris chalybeus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
neesun2,Neergaard's Sunbird,Cinnyris neergaardi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
stusun1,Stuhlmann's Sunbird,Cinnyris stuhlmanni,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
prisun3,Prigogine's Sunbird,Cinnyris prigoginei,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
mdcsun3,Montane Double-collared Sunbird,Cinnyris ludovicensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
ndcsun2,Northern Double-collared Sunbird,Cinnyris reichenowi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
gdcsun2,Greater Double-collared Sunbird,Cinnyris afer,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
regsun2,Regal Sunbird,Cinnyris regius,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
rocsun2,Rockefeller's Sunbird,Cinnyris rockefelleri,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
edcsun3,Eastern Double-collared Sunbird,Cinnyris mediocris,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
edcsun4,Usambara Double-collared Sunbird,Cinnyris usambaricus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
edcsun1,Forest Double-collared Sunbird,Cinnyris fuelleborni,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
morsun2,Moreau's Sunbird,Cinnyris moreaui,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
lovsun3,Loveridge's Sunbird,Cinnyris loveridgei,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
beasun2,Beautiful Sunbird,Cinnyris pulchellus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
marsun2,Marico Sunbird,Cinnyris mariquensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
shesun2,Shelley's Sunbird,Cinnyris shelleyi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
consun2,Congo Sunbird,Cinnyris congensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
recsun2,Red-chested Sunbird,Cinnyris erythrocercus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
bkbsun1,Black-bellied Sunbird,Cinnyris nectarinioides,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
pubsun4,Purple-banded Sunbird,Cinnyris bifasciatus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
tsasun1,Tsavo Sunbird,Cinnyris tsavoensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
vibsun2,Violet-breasted Sunbird,Cinnyris chalcomelas,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
pemsun2,Pemba Sunbird,Cinnyris pembae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
ortsun3,Orange-tufted Sunbird,Cinnyris bouvieri,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
palsun2,Palestine Sunbird,Cinnyris osea,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
shisun3,Shining Sunbird,Cinnyris habessinicus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
splsun2,Splendid Sunbird,Cinnyris coccinigastrus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
johsun2,Johanna's Sunbird,Cinnyris johannae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
supsun2,Superb Sunbird,Cinnyris superbus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
ruwsun2,Rufous-winged Sunbird,Cinnyris rufipennis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
oussun2,Oustalet's Sunbird,Cinnyris oustaleti,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
whbsun2,White-breasted Sunbird,Cinnyris talatala,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
varsun2,Variable Sunbird,Cinnyris venustus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
dussun2,Dusky Sunbird,Cinnyris fuscus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
urssun2,Ursula's Sunbird,Cinnyris ursulae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
batsun2,Bates's Sunbird,Cinnyris batesi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
copsun2,Copper Sunbird,Cinnyris cupreus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
pursun4,Purple Sunbird,Cinnyris asiaticus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
olbsun4,Ornate Sunbird,Cinnyris ornatus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
olbsun23,Tukangbesi Sunbird,Cinnyris infrenatus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
olbsun2,Sahul Sunbird,Cinnyris frenatus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
olbsun31,Garden Sunbird,Cinnyris jugularis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
olbsun6,Palawan Sunbird,Cinnyris aurora,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
olbsun1,South Moluccan Sunbird,Cinnyris clementiae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
olbsun8,Flores Sea Sunbird,Cinnyris teysmanni,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
olbsun9,Mamberamo Sunbird,Cinnyris idenburgi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
apbsun2,Apricot-breasted Sunbird,Cinnyris buettikoferi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
flbsun2,Flame-breasted Sunbird,Cinnyris solaris,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
sousun2,Souimanga Sunbird,Cinnyris sovimanga,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
madsun1,Malagasy Sunbird,Cinnyris notatus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
seysun2,Seychelles Sunbird,Cinnyris dussumieri,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
humsun2,Humblot's Sunbird,Cinnyris humbloti,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
anjsun2,Anjouan Sunbird,Cinnyris comorensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
maysun2,Mayotte Sunbird,Cinnyris coquerellii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
lobsun2,Loten's Sunbird,Cinnyris lotenius,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
elesun1,Elegant Sunbird,Aethopyga duyvenbodei,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
fitsun1,Fire-tailed Sunbird,Aethopyga ignicauda,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
bltsun1,Black-throated Sunbird,Aethopyga saturata,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
gousun1,Mrs. Gould's Sunbird,Aethopyga gouldiae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
grtsun1,Green-tailed Sunbird,Aethopyga nipalensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
lovsun1,Lovely Sunbird,Aethopyga shelleyi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
temsun1,Temminck's Sunbird,Aethopyga temminckii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
scasun1,Javan Sunbird,Aethopyga mystacalis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
wecsun1,Vigors's Sunbird,Aethopyga vigorsii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
eacsun1,Crimson Sunbird,Aethopyga siparaja,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
magsun1,Magnificent Sunbird,Aethopyga magnifica,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
fotsun1,Fork-tailed Sunbird,Aethopyga christinae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
hansun1,Handsome Sunbird,Aethopyga bella,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
whfsun1,White-flanked Sunbird,Aethopyga eximia,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
flasun1,Flaming Sunbird,Aethopyga flagrans,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
mansun1,Maroon-naped Sunbird,Aethopyga guimarasensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
mewsun3,Metallic-winged Sunbird,Aethopyga pulcherrima,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
linsun1,Lina's Sunbird,Aethopyga linaraborae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
gyhsun2,Gray-hooded Sunbird,Aethopyga primigenia,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
moasun1,Apo Sunbird,Aethopyga boltoni,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
tbosun1,Tboli Sunbird,Aethopyga tibolii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
